0.500 0.0000
0.550 0.0000
0.600 0.0000
0.650 0.0000
0.700 0.0000
0.750 0.0000
0.800 0.0000
0.850 0.0000
0.900 0.0000
0.950 0.0000
1.000 0.0000
1.050 0.0000
1.100 0.0000
1.150 0.0000
1.200 0.0000
1.250 0.0000
1.300 0.0000
1.350 0.0000
1.400 0.0000
1.450 0.0000
1.500 0.0000
1.550 0.0000
1.600 0.0625
1.650 0.5876
1.700 0.8303
1.750 0.4179
1.800 0.8394
1.850 0.7946
1.900 0.7090
1.950 0.8835
2.000 0.6399
2.050 0.6852
2.100 0.5441
2.150 0.3461
2.200 0.2975
2.250 0.4424
2.300 0.2117
2.350 0.3186
2.400 0.3055
2.450 0.1066
2.500 0.2560
2.550 0.4428
2.600 0.2366
2.650 0.3645
2.700 0.3950
2.750 0.4442
2.800 0.7142
2.850 0.6302
2.900 0.8179
2.950 0.7537
3.000 0.7465
3.050 1.1522
3.100 1.2318
3.150 1.4349
3.200 1.3123
3.250 1.2268
3.300 1.4249
3.350 1.4967
3.400 1.7298
3.450 1.3709
3.500 1.4234
3.550 1.3582
3.600 1.3084
3.650 1.1287
3.700 1.1218
3.750 0.8418
3.800 0.8752
3.850 0.8418
3.900 0.8835
3.950 1.0048
4.000 0.7499
4.050 0.7900
4.100 0.9136
4.150 0.6781
4.200 0.8071
4.250 1.1159
4.300 0.8219
4.350 0.8877
4.400 0.8263
4.450 0.9452
4.500 1.0902
4.550 0.9968
4.600 1.0509
4.650 0.9544
4.700 0.9197
4.750 1.0706
4.800 1.0832
4.850 0.9793
4.900 0.9994
4.950 1.0511
5.000 0.8959
5.050 0.9848
5.100 0.7504
5.150 1.0193
5.200 0.9821
5.250 1.0389
5.300 1.0821
5.350 1.1122
5.400 1.0862
5.450 0.9156
5.500 0.9889
5.550 0.9972
5.600 0.8570
5.650 0.9973
5.700 1.0291
5.750 0.9290
5.800 1.0795
5.850 1.0518
5.900 1.0800
5.950 1.0980
6.000 1.1198
6.050 1.0795
6.100 1.0060
6.150 1.0489
6.200 1.0446
6.250 1.1467
6.300 1.1205
6.350 1.0831
6.400 0.9764
6.450 1.0190
6.500 1.0072
6.550 0.9173
6.600 1.0907
6.650 0.9984
6.700 1.0513
6.750 1.1060
6.800 1.1486
6.850 1.0944
6.900 1.1223
6.950 0.9969
7.000 1.1133
