0.500 0.0000
0.550 0.0000
0.600 0.0000
0.650 0.0000
0.700 0.0000
0.750 0.0000
0.800 0.0000
0.850 0.0000
0.900 0.0000
0.950 0.0000
1.000 0.0000
1.050 0.0000
1.100 0.0000
1.150 0.0000
1.200 0.0000
1.250 0.0000
1.300 0.0000
1.350 0.0000
1.400 0.0000
1.450 0.0000
1.500 0.2113
1.550 0.5277
1.600 0.7429
1.650 1.8629
1.700 1.7000
1.750 1.3455
1.800 1.5653
1.850 1.4818
1.900 0.8781
1.950 1.2087
2.000 1.0302
2.050 0.6788
2.100 0.8625
2.150 0.5486
2.200 0.4584
2.250 0.4696
2.300 0.3595
2.350 0.3444
2.400 0.3302
2.450 0.5017
2.500 0.3043
2.550 0.3900
2.600 0.3282
2.650 0.2934
2.700 0.4131
2.750 0.6078
2.800 0.5660
2.850 0.5268
2.900 0.5465
2.950 0.7467
3.000 0.9685
3.050 0.7837
3.100 0.9730
3.150 0.9424
3.200 1.2691
3.250 1.2004
3.300 0.9751
3.350 0.8050
3.400 0.7541
3.450 0.8122
3.500 0.8280
3.550 0.6414
3.600 0.9049
3.650 0.8208
3.700 0.7988
3.750 0.9467
3.800 0.8341
3.850 0.7057
3.900 0.9586
3.950 0.9244
4.000 1.2580
4.050 1.1498
4.100 1.1785
4.150 1.0675
4.200 0.9703
4.250 0.9389
4.300 0.8914
4.350 0.9716
4.400 0.9742
4.450 0.9604
4.500 1.0175
4.550 0.8651
4.600 1.1759
4.650 0.9968
4.700 0.9686
4.750 1.0115
4.800 1.1900
4.850 0.9500
4.900 1.1354
4.950 1.0220
5.000 1.0967
5.050 1.0938
5.100 1.1090
5.150 1.1533
5.200 1.0902
5.250 0.9660
5.300 1.1002
5.350 1.0410
5.400 1.1740
5.450 1.1045
5.500 1.0112
5.550 1.0857
5.600 1.0158
5.650 1.0029
5.700 1.0390
5.750 1.0210
5.800 1.0129
5.850 0.9864
5.900 0.9288
5.950 1.0834
6.000 1.0654
6.050 1.0219
6.100 0.8987
6.150 0.9931
6.200 1.0019
6.250 0.9169
6.300 1.0462
6.350 0.9787
6.400 1.0099
6.450 1.0172
6.500 0.9566
6.550 1.0713
6.600 1.2189
6.650 1.0895
6.700 1.0309
6.750 0.9948
6.800 1.0488
6.850 1.1788
6.900 0.9820
6.950 1.1517
7.000 1.1450
