   0.500	   0.000
   0.550	   0.000
   0.600	   0.000
   0.650	   0.000
   0.700	   0.000
   0.750	   0.000
   0.800	   0.000
   0.850	   0.000
   0.900	   0.000
   0.950	   0.000
   1.000	   0.000
   1.050	   0.000
   1.100	   0.000
   1.150	   0.000
   1.200	   0.000
   1.250	   0.000
   1.300	   0.000
   1.350	   0.000
   1.400	   0.000
   1.450	   0.000
   1.500	   0.000
   1.550	   0.006
   1.600	   0.014
   1.650	   0.037
   1.700	   0.063
   1.750	   0.095
   1.800	   0.137
   1.850	   0.197
   1.900	   0.227
   1.950	   0.244
   2.000	   0.254
   2.050	   0.265
   2.100	   0.255
   2.150	   0.255
   2.200	   0.247
   2.250	   0.240
   2.300	   0.237
   2.350	   0.234
   2.400	   0.224
   2.450	   0.228
   2.500	   0.237
   2.550	   0.240
   2.600	   0.269
   2.650	   0.318
   2.700	   0.376
   2.750	   0.470
   2.800	   0.570
   2.850	   0.698
   2.900	   0.848
   2.950	   0.991
   3.000	   1.164
   3.050	   1.347
   3.100	   1.537
   3.150	   1.655
   3.200	   1.767
   3.250	   1.857
   3.300	   1.896
   3.350	   1.915
   3.400	   1.860
   3.450	   1.777
   3.500	   1.687
   3.550	   1.565
   3.600	   1.440
   3.650	   1.358
   3.700	   1.279
   3.750	   1.222
   3.800	   1.192
   3.850	   1.191
   3.900	   1.202
   3.950	   1.227
   4.000	   1.248
   4.050	   1.249
   4.100	   1.219
   4.150	   1.234
   4.200	   1.229
   4.250	   1.217
   4.300	   1.189
   4.350	   1.202
   4.400	   1.176
   4.450	   1.161
   4.500	   1.172
   4.550	   1.156
   4.600	   1.148
   4.650	   1.151
   4.700	   1.149
   4.750	   1.164
   4.800	   1.162
   4.850	   1.184
   4.900	   1.202
   4.950	   1.210
   5.000	   1.215
   5.050	   1.207
   5.100	   1.202
   5.150	   1.208
   5.200	   1.215
   5.250	   1.194
   5.300	   1.181
   5.350	   1.163
   5.400	   1.159
   5.450	   1.138
   5.500	   1.115
   5.550	   1.101
   5.600	   1.085
   5.650	   1.069
   5.700	   1.052
   5.750	   1.038
   5.800	   1.027
   5.850	   1.009
   5.900	   0.996
   5.950	   0.985
   6.000	   0.976
   6.050	   0.964
   6.100	   0.960
   6.150	   0.953
   6.200	   0.939
   6.250	   0.923
   6.300	   0.902
   6.350	   0.882
   6.400	   0.862
   6.450	   0.840
   6.500	   0.828
   6.550	   0.815
   6.600	   0.789
   6.650	   0.773
   6.700	   0.755
   6.750	   0.744
   6.800	   0.720
   6.850	   0.701
   6.900	   0.691
   6.950	   0.678
   7.000	   0.675
